,Epoch,Iteration,Accuracy,Top3,Prediction,Target
0,8,303.0,0.375,0.75,[6 0 9 9 0 1 0 8],"tensor([2, 0, 1, 9, 2, 1, 4, 5])"
0,8,304.0,0.375,0.75,[9 7 9 2 4 8 1 4],"tensor([1, 7, 0, 2, 9, 1, 1, 9])"
0,8,305.0,0.375,0.75,[1 6 1 4 0 6 5 1],"tensor([1, 8, 1, 4, 2, 2, 2, 0])"
0,8,306.0,0.375,0.875,[3 4 9 9 0 9 1 1],"tensor([0, 9, 8, 9, 2, 1, 1, 1])"
0,8,307.0,0.125,0.375,[6 7 8 0 6 2 4 6],"tensor([3, 7, 5, 8, 8, 1, 1, 8])"
0,8,308.0,0.375,0.75,[1 1 9 1 5 8 7 3],"tensor([8, 1, 9, 8, 8, 3, 7, 0])"
0,8,309.0,0.375,0.375,[0 8 5 9 7 3 6 7],"tensor([2, 9, 8, 2, 7, 3, 5, 7])"
0,8,310.0,0.0,0.5,[8 0 8 8 2 3 2 5],"tensor([5, 9, 5, 5, 8, 6, 8, 8])"
0,8,311.0,0.25,0.625,[2 5 9 0 4 3 0 8],"tensor([8, 8, 9, 9, 9, 3, 9, 4])"
0,8,312.0,0.25,0.625,[1 4 2 7 8 1 0 6],"tensor([8, 0, 6, 7, 5, 8, 2, 6])"
0,8,313.0,0.5,0.5,[8 1 1 2 8 2 7 4],"tensor([5, 1, 1, 4, 8, 8, 7, 6])"
0,8,314.0,0.5,1.0,[6 1 2 9 1 3 4 1],"tensor([2, 1, 8, 9, 1, 2, 4, 8])"
0,8,315.0,0.375,0.625,[2 8 2 8 9 6 5 2],"tensor([8, 4, 0, 0, 9, 6, 0, 2])"
0,8,316.0,0.375,0.5,[1 8 8 3 3 6 3 7],"tensor([8, 6, 8, 5, 8, 6, 0, 7])"
0,8,317.0,0.625,0.875,[9 7 0 6 2 3 8 2],"tensor([9, 7, 0, 6, 8, 5, 5, 2])"
0,8,318.0,0.25,0.5,[0 1 7 6 5 2 8 4],"tensor([9, 8, 7, 3, 5, 8, 9, 9])"
0,8,319.0,0.625,1.0,[2 1 9 7 9 3 1 3],"tensor([2, 0, 9, 7, 9, 3, 0, 6])"
0,8,320.0,0.5,0.5,[1 6 5 1 7 0 4 9],"tensor([1, 9, 5, 1, 7, 9, 9, 1])"
0,8,321.0,0.375,0.75,[9 7 1 1 3 0 3 3],"tensor([2, 7, 0, 0, 3, 0, 8, 5])"
0,8,322.0,0.375,0.75,[5 0 7 1 1 5 3 1],"tensor([9, 0, 1, 1, 1, 9, 8, 2])"
0,8,323.0,0.125,0.375,[6 9 7 5 6 0 8 3],"tensor([8, 8, 8, 5, 0, 5, 4, 8])"
0,8,324.0,0.125,0.625,[1 8 5 1 5 1 3 0],"tensor([8, 5, 3, 8, 9, 1, 4, 9])"
0,8,325.0,0.5,0.5,[4 1 5 9 4 0 0 9],"tensor([9, 1, 3, 9, 4, 7, 0, 4])"
0,8,326.0,0.125,0.625,[9 0 6 8 2 9 9 8],"tensor([9, 8, 5, 1, 8, 8, 1, 0])"
0,8,327.0,0.125,0.5,[3 7 2 2 0 3 8 8],"tensor([8, 7, 3, 8, 9, 0, 3, 4])"
0,8,328.0,0.625,0.75,[8 8 1 2 4 2 9 2],"tensor([0, 1, 1, 2, 9, 2, 9, 2])"
0,8,329.0,0.625,0.75,[8 9 4 5 3 6 1 1],"tensor([5, 9, 4, 5, 8, 9, 1, 1])"
0,8,330.0,0.125,0.625,[6 7 1 6 3 5 0 1],"tensor([5, 7, 3, 8, 5, 9, 9, 0])"
0,8,331.0,0.25,0.625,[4 6 3 7 0 9 1 7],"tensor([8, 9, 6, 7, 9, 1, 1, 1])"
0,8,332.0,0.5,0.75,[9 1 8 1 3 3 7 0],"tensor([1, 3, 5, 1, 3, 3, 7, 5])"
0,8,333.0,0.25,0.75,[4 9 7 1 7 1 0 2],"tensor([1, 8, 8, 0, 7, 3, 0, 6])"
0,8,334.0,0.375,0.625,[7 9 8 6 6 2 9 6],"tensor([2, 8, 5, 6, 6, 8, 8, 6])"
0,8,335.0,0.5,0.5,[3 5 6 9 0 6 7 8],"tensor([3, 0, 6, 8, 9, 6, 7, 5])"
0,8,336.0,0.375,0.75,[5 2 6 4 9 7 5 6],"tensor([9, 8, 6, 4, 9, 1, 7, 2])"
0,8,337.0,0.25,0.625,[0 9 2 4 7 8 6 8],"tensor([0, 3, 0, 4, 1, 5, 9, 6])"
0,8,338.0,0.125,0.75,[6 2 3 5 0 2 6 8],"tensor([2, 0, 8, 2, 0, 8, 8, 1])"
0,8,339.0,0.25,0.5,[5 3 7 8 8 6 9 6],"tensor([3, 0, 7, 5, 5, 2, 9, 2])"
0,8,340.0,0.375,0.375,[5 4 3 0 6 8 3 9],"tensor([3, 7, 3, 0, 6, 5, 8, 8])"
0,8,341.0,0.25,0.375,[6 4 1 5 0 8 5 8],"tensor([2, 1, 1, 2, 5, 8, 4, 3])"
0,8,342.0,0.125,0.625,[3 1 2 3 6 1 1 5],"tensor([3, 0, 1, 4, 2, 8, 0, 9])"
0,8,343.0,0.125,0.375,[8 4 5 3 4 3 2 7],"tensor([3, 9, 6, 2, 7, 4, 8, 7])"
0,8,344.0,0.125,0.625,[5 9 1 0 0 7 5 9],"tensor([5, 4, 0, 3, 8, 8, 7, 1])"
0,8,345.0,0.25,0.5,[1 8 8 8 6 5 1 0],"tensor([1, 6, 5, 8, 8, 8, 0, 2])"
0,8,346.0,0.5,0.625,[2 1 8 5 1 2 7 4],"tensor([5, 1, 5, 6, 1, 8, 7, 4])"
0,8,347.0,0.25,0.5,[9 3 8 2 4 1 4 6],"tensor([8, 6, 6, 8, 9, 1, 4, 8])"
0,8,348.0,0.375,0.5,[2 8 7 4 2 1 8 1],"tensor([8, 5, 7, 1, 4, 1, 0, 1])"
0,8,349.0,0.25,0.625,[7 7 4 2 3 2 8 1],"tensor([8, 7, 9, 6, 7, 6, 2, 1])"
0,8,350.0,0.25,0.625,[2 5 1 8 1 8 0 7],"tensor([0, 8, 8, 3, 1, 5, 9, 7])"
0,8,351.0,0.125,0.625,[9 6 8 3 0 4 3 2],"tensor([1, 8, 9, 2, 0, 7, 1, 9])"
0,8,352.0,0.25,0.625,[5 2 9 2 8 9 7 8],"tensor([6, 8, 9, 4, 5, 9, 1, 0])"
0,8,353.0,0.5,0.625,[6 6 5 7 9 5 2 5],"tensor([6, 6, 9, 7, 3, 8, 2, 8])"
0,8,354.0,0.375,0.75,[2 4 0 5 4 1 0 0],"tensor([8, 4, 2, 8, 9, 1, 0, 8])"
0,8,355.0,0.125,0.375,[8 4 8 8 4 5 2 3],"tensor([5, 9, 8, 5, 1, 4, 8, 4])"
0,8,356.0,0.25,0.75,[2 1 4 6 5 2 5 8],"tensor([4, 8, 4, 9, 4, 0, 5, 5])"
0,8,357.0,0.125,0.125,[2 4 4 8 5 9 4 0],"tensor([8, 8, 4, 3, 2, 8, 3, 2])"
0,8,358.0,0.25,0.5,[9 4 0 6 8 7 5 4],"tensor([2, 2, 4, 6, 5, 5, 5, 9])"
0,8,359.0,0.375,0.625,[6 0 7 2 2 3 6 5],"tensor([6, 0, 7, 6, 8, 6, 3, 4])"
0,8,360.0,0.375,0.875,[2 4 4 7 7 4 1 7],"tensor([0, 3, 3, 1, 7, 4, 1, 1])"
0,8,361.0,0.5,0.75,[0 1 0 2 4 2 8 3],"tensor([0, 1, 0, 2, 7, 0, 1, 0])"
0,8,362.0,0.5,0.5,[0 5 5 6 4 5 0 6],"tensor([0, 2, 3, 6, 4, 2, 9, 6])"
0,8,363.0,0.375,0.75,[6 0 4 3 1 6 9 7],"tensor([6, 2, 7, 7, 8, 6, 2, 7])"
0,8,364.0,0.5,0.875,[7 4 4 8 1 3 9 3],"tensor([7, 1, 6, 6, 1, 0, 9, 3])"
0,8,365.0,0.375,0.875,[4 7 2 4 2 6 4 2],"tensor([7, 7, 4, 4, 0, 8, 4, 1])"
0,8,366.0,0.125,0.75,[1 2 3 7 8 6 1 2],"tensor([8, 8, 8, 7, 5, 5, 8, 4])"
0,8,367.0,0.25,0.625,[0 0 6 4 2 4 1 0],"tensor([9, 0, 6, 1, 4, 9, 8, 4])"
0,8,368.0,0.625,0.875,[9 7 2 1 6 5 2 7],"tensor([9, 7, 8, 1, 2, 5, 0, 7])"
0,8,369.0,0.375,0.75,[6 5 0 6 1 0 4 0],"tensor([9, 6, 2, 8, 0, 0, 4, 0])"
0,8,370.0,0.25,0.875,[2 8 1 3 0 1 5 5],"tensor([8, 8, 1, 8, 2, 8, 6, 7])"
0,8,371.0,0.5,0.625,[3 6 3 4 5 5 7 0],"tensor([5, 6, 3, 8, 6, 5, 7, 9])"
0,8,372.0,0.25,0.5,[1 6 1 5 8 8 4 5],"tensor([1, 9, 1, 2, 4, 5, 9, 0])"
0,8,373.0,0.25,0.5,[9 4 3 6 9 4 6 6],"tensor([2, 4, 3, 5, 2, 9, 5, 9])"
0,8,374.0,0.125,0.625,[1 3 5 8 4 1 3 3],"tensor([1, 6, 8, 6, 2, 8, 4, 8])"
0,8,375.0,0.125,0.5,[5 7 1 2 6 2 1 5],"tensor([4, 1, 8, 4, 2, 8, 1, 4])"
0,8,376.0,0.0,0.5,[8 4 3 1 2 7 5 9],"tensor([5, 1, 6, 8, 8, 1, 4, 4])"
0,8,377.0,0.375,0.75,[3 9 4 9 1 6 0 2],"tensor([3, 9, 1, 4, 1, 8, 9, 6])"
0,8,378.0,0.25,0.5,[1 8 3 0 0 3 0 1],"tensor([0, 8, 4, 7, 4, 6, 8, 1])"
0,8,379.0,0.375,0.625,[4 5 6 0 8 2 3 3],"tensor([9, 5, 6, 0, 3, 8, 8, 1])"
0,8,380.0,0.5,0.625,[9 7 9 7 1 0 5 1],"tensor([1, 7, 2, 7, 0, 4, 5, 1])"
0,8,381.0,0.5,0.625,[2 9 6 5 9 6 9 4],"tensor([8, 1, 6, 5, 1, 8, 9, 4])"
0,8,382.0,0.25,0.5,[0 4 8 4 7 0 8 5],"tensor([7, 2, 9, 9, 7, 9, 5, 5])"
0,8,383.0,0.5,0.75,[1 0 2 6 1 7 2 8],"tensor([1, 0, 7, 6, 8, 7, 9, 5])"
0,8,384.0,0.5,0.75,[9 9 1 9 5 3 5 1],"tensor([9, 2, 1, 9, 7, 1, 5, 8])"
0,8,385.0,0.25,0.75,[3 2 2 0 3 2 5 0],"tensor([8, 8, 8, 0, 2, 8, 5, 2])"
0,8,386.0,0.375,0.75,[7 6 9 0 2 2 1 1],"tensor([7, 6, 1, 9, 8, 4, 8, 1])"
0,8,387.0,0.25,0.625,[1 1 3 5 2 9 2 1],"tensor([1, 8, 4, 8, 8, 1, 9, 1])"
0,8,388.0,0.375,0.625,[7 7 8 7 6 0 0 5],"tensor([7, 7, 3, 7, 2, 8, 8, 2])"
0,8,389.0,0.5,0.625,[2 7 0 7 9 7 4 2],"tensor([4, 7, 0, 7, 7, 7, 6, 9])"
0,8,390.0,0.25,0.625,[6 1 5 1 9 8 6 6],"tensor([7, 8, 5, 1, 7, 2, 2, 2])"
0,8,391.0,0.375,0.625,[0 8 4 2 2 7 4 7],"tensor([8, 5, 9, 8, 9, 7, 4, 7])"
0,8,392.0,0.5,0.5,[5 8 1 7 9 8 4 6],"tensor([5, 5, 1, 7, 1, 4, 2, 6])"
0,8,393.0,0.25,0.625,[2 4 7 4 2 2 5 9],"tensor([8, 7, 7, 4, 5, 0, 3, 3])"
0,8,394.0,0.625,0.875,[8 7 6 7 3 1 4 2],"tensor([5, 8, 6, 7, 3, 8, 4, 2])"
0,8,395.0,0.5,0.875,[6 6 4 0 1 2 3 6],"tensor([6, 2, 1, 0, 8, 8, 3, 6])"
0,8,396.0,0.125,0.5,[9 1 2 4 4 8 2 0],"tensor([2, 0, 2, 9, 0, 2, 0, 2])"
0,8,397.0,0.375,0.75,[7 1 5 7 8 9 3 9],"tensor([7, 1, 2, 1, 5, 2, 1, 9])"
0,8,398.0,0.5,0.75,[3 3 7 7 9 7 3 3],"tensor([2, 3, 7, 8, 3, 7, 3, 2])"
0,8,399.0,0.0,0.5,[1 4 1 8 5 0 4 3],"tensor([0, 1, 0, 4, 9, 9, 8, 0])"
0,8,400.0,0.0,0.75,[9 0 1 8 6 2 0 8],"tensor([2, 8, 8, 1, 2, 4, 9, 5])"
0,8,401.0,0.375,0.5,[3 5 9 6 6 4 3 5],"tensor([4, 9, 8, 6, 6, 4, 4, 8])"
0,8,402.0,0.25,0.625,[8 5 7 3 9 6 0 5],"tensor([5, 9, 8, 3, 1, 6, 2, 1])"
0,8,403.0,0.125,0.75,[7 0 2 8 2 9 6 7],"tensor([7, 2, 4, 1, 8, 2, 8, 8])"
0,8,404.0,0.5,0.5,[8 6 1 0 5 7 9 3],"tensor([5, 6, 1, 0, 8, 1, 9, 0])"
0,8,405.0,0.5,0.75,[7 4 5 8 2 2 7 1],"tensor([7, 7, 5, 8, 8, 0, 7, 0])"
0,8,406.0,0.5,0.875,[3 2 5 0 0 4 1 1],"tensor([4, 2, 9, 9, 0, 9, 1, 1])"
0,8,407.0,0.625,0.625,[0 8 3 7 6 6 2 3],"tensor([0, 5, 3, 7, 8, 6, 2, 1])"
0,8,408.0,0.5,0.75,[8 8 3 5 6 6 4 6],"tensor([5, 5, 3, 5, 6, 2, 4, 2])"
0,8,409.0,0.25,0.5,[3 6 3 6 4 1 2 4],"tensor([8, 3, 8, 9, 4, 1, 8, 7])"
0,8,410.0,0.625,0.625,[4 7 4 3 3 5 3 7],"tensor([4, 7, 4, 3, 8, 6, 2, 7])"
0,8,411.0,0.375,0.75,[8 7 0 1 2 7 5 6],"tensor([5, 7, 9, 1, 4, 1, 8, 6])"
0,8,412.0,0.0,0.375,[9 2 2 8 4 5 9 1],"tensor([1, 8, 8, 2, 7, 2, 7, 0])"
0,8,413.0,0.25,0.5,[3 9 4 5 1 5 5 8],"tensor([8, 9, 1, 9, 1, 8, 6, 5])"
0,8,414.0,0.25,0.5,[8 6 4 7 1 8 2 7],"tensor([0, 5, 4, 1, 1, 5, 8, 8])"
0,8,415.0,0.125,0.5,[9 6 6 4 7 2 3 7],"tensor([7, 9, 3, 1, 8, 0, 1, 7])"
0,8,416.0,0.125,0.375,[5 2 0 7 7 8 5 7],"tensor([9, 8, 5, 8, 7, 5, 8, 1])"
0,8,417.0,0.0,0.25,[8 0 5 4 8 8 7 5],"tensor([5, 9, 3, 2, 0, 5, 8, 9])"
0,8,418.0,0.375,0.75,[1 7 2 5 1 4 4 2],"tensor([8, 7, 8, 3, 1, 4, 2, 8])"
0,8,419.0,0.25,0.875,[2 7 2 7 2 7 2 7],"tensor([8, 7, 8, 1, 8, 7, 8, 1])"
0,8,420.0,0.5,0.75,[2 1 7 8 7 1 8 1],"tensor([8, 1, 7, 5, 7, 8, 4, 1])"
0,8,421.0,0.375,0.625,[7 7 7 6 6 6 8 8],"tensor([7, 7, 1, 6, 8, 9, 3, 5])"
0,8,422.0,0.25,0.625,[0 2 8 5 6 7 3 6],"tensor([4, 8, 3, 6, 8, 7, 6, 6])"
0,8,423.0,0.375,0.625,[7 9 3 0 4 9 0 2],"tensor([7, 9, 5, 2, 2, 9, 9, 0])"
0,8,424.0,0.125,0.625,[9 4 4 0 3 8 8 5],"tensor([8, 3, 4, 2, 4, 1, 1, 8])"
0,8,425.0,0.125,0.5,[4 5 1 4 2 1 0 0],"tensor([4, 8, 8, 9, 8, 0, 3, 9])"
0,8,426.0,0.25,0.5,[0 2 8 2 9 3 7 1],"tensor([0, 8, 5, 8, 3, 8, 7, 0])"
0,8,427.0,0.375,0.75,[3 2 1 7 6 1 6 0],"tensor([7, 0, 8, 7, 8, 1, 6, 5])"
0,8,428.0,0.375,0.75,[9 0 0 0 8 8 1 6],"tensor([9, 9, 3, 0, 8, 5, 8, 8])"
0,8,429.0,0.375,0.75,[6 3 4 1 2 7 2 0],"tensor([5, 8, 9, 1, 8, 7, 2, 2])"
0,8,430.0,0.5,0.875,[0 4 7 2 7 6 1 7],"tensor([2, 9, 7, 8, 7, 8, 1, 7])"
0,8,431.0,0.5,0.625,[3 2 0 7 4 8 6 9],"tensor([3, 4, 0, 7, 9, 5, 6, 4])"
0,8,432.0,0.375,0.625,[4 9 0 4 2 0 6 6],"tensor([4, 9, 3, 4, 4, 3, 2, 8])"
0,8,433.0,0.375,0.375,[5 1 6 7 4 5 1 4],"tensor([9, 1, 6, 0, 8, 9, 1, 0])"
0,8,434.0,0.375,0.625,[4 8 6 8 1 5 1 1],"tensor([4, 5, 8, 5, 1, 2, 1, 8])"
0,8,435.0,0.5,0.625,[2 3 0 1 5 4 7 3],"tensor([8, 3, 0, 1, 5, 3, 1, 4])"
0,8,436.0,0.375,0.875,[9 4 2 6 4 8 1 6],"tensor([2, 9, 8, 6, 4, 4, 1, 9])"
0,8,437.0,0.75,0.875,[0 7 9 3 6 9 9 8],"tensor([0, 7, 9, 6, 6, 9, 9, 5])"
0,8,438.0,0.25,0.5,[5 2 6 2 7 2 3 3],"tensor([9, 6, 6, 6, 7, 8, 0, 8])"
0,8,439.0,0.625,0.75,[0 1 7 6 1 7 1 6],"tensor([9, 1, 7, 9, 1, 7, 1, 5])"
0,8,440.0,0.125,0.375,[9 5 9 5 9 8 6 8],"tensor([2, 4, 9, 9, 2, 5, 2, 0])"
0,8,441.0,0.5,0.625,[7 6 6 6 4 5 0 8],"tensor([7, 6, 6, 6, 9, 3, 2, 1])"
0,8,442.0,0.375,0.5,[6 3 9 8 9 6 0 5],"tensor([3, 8, 9, 5, 9, 6, 2, 2])"
0,8,443.0,0.25,0.625,[8 5 1 9 5 8 2 4],"tensor([4, 2, 1, 1, 4, 4, 2, 1])"
0,8,444.0,0.25,1.0,[2 8 1 9 3 6 1 0],"tensor([4, 5, 1, 9, 4, 8, 0, 2])"
0,8,445.0,0.5,0.75,[0 5 2 1 3 9 2 8],"tensor([0, 7, 8, 8, 3, 9, 8, 8])"
0,8,446.0,0.0,0.5,[8 9 8 7 7 4 3 6],"tensor([5, 2, 1, 8, 8, 9, 2, 0])"
0,8,447.0,0.5,0.875,[1 5 7 3 2 8 7 6],"tensor([1, 0, 7, 6, 4, 1, 7, 6])"
0,8,448.0,0.375,0.75,[3 3 3 1 5 0 3 9],"tensor([3, 5, 2, 1, 5, 9, 9, 1])"
0,8,449.0,0.125,0.5,[0 9 1 2 1 8 2 3],"tensor([4, 2, 8, 4, 0, 4, 9, 3])"
0,8,450.0,0.625,0.625,[5 3 6 4 1 4 7 9],"tensor([5, 8, 6, 4, 1, 9, 7, 2])"
0,8,451.0,0.125,0.375,[7 8 5 4 5 9 4 4],"tensor([7, 2, 3, 9, 0, 2, 2, 7])"
0,8,452.0,0.375,0.75,[1 7 9 4 6 0 3 9],"tensor([8, 7, 9, 9, 9, 8, 9, 9])"
0,8,453.0,0.625,0.75,[5 4 8 4 9 5 6 6],"tensor([5, 4, 5, 4, 1, 5, 6, 0])"
0,8,454.0,0.5,0.625,[7 2 8 5 3 6 2 1],"tensor([7, 8, 5, 5, 9, 6, 8, 1])"
0,8,455.0,0.375,0.625,[9 9 5 4 8 5 3 9],"tensor([9, 1, 9, 4, 9, 5, 9, 1])"
0,8,456.0,0.25,0.5,[2 5 9 2 2 8 9 2],"tensor([8, 2, 9, 6, 6, 1, 9, 8])"
0,8,457.0,0.25,0.625,[3 8 5 3 2 5 3 1],"tensor([3, 5, 8, 4, 4, 9, 8, 1])"
0,8,458.0,0.375,0.625,[7 2 1 9 0 9 2 9],"tensor([7, 4, 1, 2, 2, 9, 0, 2])"
0,8,459.0,0.375,0.75,[2 6 5 3 1 5 1 0],"tensor([9, 6, 3, 2, 1, 4, 1, 9])"
0,8,460.0,0.375,0.75,[4 3 7 0 8 6 3 0],"tensor([1, 4, 7, 2, 6, 6, 3, 2])"
0,8,461.0,0.875,1.0,[3 1 1 7 7 2 7 1],"tensor([3, 1, 1, 7, 7, 0, 7, 1])"
0,8,462.0,0.125,0.375,[5 4 4 1 3 9 6 1],"tensor([6, 1, 8, 1, 2, 3, 9, 0])"
0,8,463.0,0.125,0.625,[1 8 2 3 5 3 9 3],"tensor([0, 5, 9, 3, 6, 4, 4, 1])"
0,8,464.0,0.75,0.875,[5 4 0 7 8 3 1 7],"tensor([5, 4, 9, 7, 8, 4, 1, 7])"
0,8,465.0,0.375,0.5,[5 5 2 4 6 4 2 0],"tensor([5, 6, 6, 9, 6, 1, 8, 0])"
0,8,466.0,0.5,0.625,[3 1 6 7 3 3 4 4],"tensor([6, 0, 2, 7, 3, 3, 8, 4])"
0,8,467.0,0.375,0.875,[5 0 0 3 0 4 9 6],"tensor([8, 2, 9, 4, 2, 4, 9, 6])"
0,8,468.0,0.5,0.875,[1 1 9 6 6 7 7 2],"tensor([0, 8, 4, 6, 6, 7, 7, 6])"
0,8,469.0,0.5,0.875,[5 7 7 0 8 7 2 7],"tensor([5, 1, 8, 0, 7, 7, 8, 7])"
0,8,470.0,0.125,0.5,[4 2 0 4 2 7 5 9],"tensor([7, 8, 9, 9, 8, 9, 5, 2])"
0,8,471.0,0.25,0.5,[0 4 1 1 3 9 4 3],"tensor([4, 9, 1, 0, 3, 2, 9, 2])"
0,8,472.0,0.25,0.5,[4 2 9 9 1 5 9 8],"tensor([9, 8, 8, 9, 8, 3, 2, 8])"
0,8,473.0,0.625,0.625,[7 1 0 6 4 2 9 7],"tensor([7, 1, 0, 3, 9, 2, 2, 7])"
0,8,474.0,0.375,0.625,[9 5 9 3 8 8 1 4],"tensor([2, 2, 9, 3, 3, 5, 1, 6])"
0,8,475.0,0.375,0.625,[3 0 6 3 3 0 1 1],"tensor([3, 9, 6, 2, 5, 2, 0, 1])"
0,8,476.0,0.375,0.75,[9 1 4 1 1 0 8 1],"tensor([2, 8, 4, 1, 8, 0, 5, 0])"
0,8,477.0,0.125,0.75,[2 6 4 2 3 3 2 7],"tensor([6, 9, 7, 3, 5, 3, 9, 1])"
0,8,478.0,0.0,0.375,[3 9 1 0 0 2 6 6],"tensor([4, 1, 8, 9, 2, 0, 8, 9])"
0,8,479.0,0.25,0.5,[3 7 8 5 3 2 1 5],"tensor([5, 1, 8, 9, 2, 6, 3, 5])"
0,8,480.0,0.25,0.625,[1 4 3 0 8 8 2 9],"tensor([1, 9, 3, 2, 5, 0, 0, 0])"
0,8,481.0,0.375,0.75,[5 6 2 7 6 5 1 2],"tensor([6, 6, 6, 7, 6, 3, 8, 8])"
0,8,482.0,0.375,0.875,[7 2 6 9 6 8 8 2],"tensor([7, 0, 9, 2, 6, 5, 2, 2])"
0,8,483.0,0.0,0.25,[0 7 8 9 9 4 5 9],"tensor([9, 8, 5, 2, 1, 2, 6, 4])"
0,8,484.0,0.25,0.5,[6 7 7 0 3 8 0 9],"tensor([8, 7, 7, 9, 2, 5, 2, 2])"
0,8,485.0,0.375,0.625,[4 9 7 0 4 7 1 7],"tensor([5, 3, 7, 0, 7, 7, 8, 8])"
0,8,486.0,0.875,1.0,[7 2 7 6 4 5 1 2],"tensor([7, 4, 7, 6, 4, 5, 1, 2])"
0,8,487.0,0.125,0.375,[1 8 9 7 3 7 3 9],"tensor([2, 2, 8, 7, 8, 1, 6, 2])"
0,8,488.0,0.25,0.5,[7 0 2 7 3 6 1 9],"tensor([7, 4, 8, 7, 7, 8, 8, 3])"
0,8,489.0,0.375,0.75,[0 7 3 3 4 7 3 4],"tensor([8, 7, 4, 4, 9, 7, 3, 7])"
0,8,490.0,0.375,0.375,[3 8 5 9 5 0 0 7],"tensor([0, 1, 5, 3, 4, 0, 5, 7])"
0,8,491.0,0.125,0.5,[3 1 5 2 5 0 2 0],"tensor([9, 8, 5, 4, 8, 2, 8, 6])"
0,8,492.0,0.375,0.625,[6 1 5 2 0 8 7 8],"tensor([9, 8, 5, 8, 8, 2, 7, 8])"
0,8,493.0,0.375,0.625,[1 1 0 0 5 1 4 6],"tensor([0, 1, 0, 9, 4, 1, 2, 0])"
0,8,494.0,0.25,0.625,[9 9 4 6 8 9 2 5],"tensor([2, 1, 1, 6, 5, 9, 4, 9])"
0,8,495.0,0.375,0.875,[6 2 7 3 8 6 7 9],"tensor([5, 8, 7, 4, 5, 6, 7, 1])"
0,8,496.0,0.375,1.0,[0 0 1 3 4 7 2 5],"tensor([2, 9, 8, 3, 9, 7, 0, 5])"
0,8,497.0,0.125,0.375,[4 9 5 3 8 1 6 5],"tensor([9, 1, 0, 4, 8, 0, 8, 3])"
0,8,498.0,0.375,0.5,[9 7 6 4 6 5 3 5],"tensor([1, 8, 6, 9, 2, 5, 3, 9])"
0,8,499.0,0.25,0.75,[1 8 1 9 1 3 0 5],"tensor([1, 5, 8, 9, 8, 6, 6, 0])"
0,8,500.0,0.25,0.5,[8 3 8 7 2 1 7 3],"tensor([3, 1, 4, 0, 8, 1, 8, 3])"
0,9,1.0,0.5,0.625,[4 0 6 1 3 1 4 2],"tensor([3, 7, 8, 1, 2, 1, 4, 2])"
0,9,2.0,0.625,0.625,[1 9 5 5 9 1 1 3],"tensor([1, 9, 5, 8, 8, 1, 1, 8])"
0,9,3.0,0.625,0.875,[7 5 0 1 4 1 5 7],"tensor([7, 8, 0, 1, 9, 1, 6, 7])"
0,9,4.0,0.25,0.375,[9 6 5 9 7 2 3 8],"tensor([0, 6, 6, 2, 7, 0, 4, 3])"
0,9,5.0,0.375,0.875,[1 7 2 7 0 9 1 2],"tensor([8, 7, 8, 7, 2, 2, 1, 8])"
0,9,6.0,0.5,1.0,[1 2 1 9 0 7 8 3],"tensor([1, 8, 1, 9, 7, 7, 2, 0])"
0,9,7.0,0.375,0.75,[9 7 9 2 8 0 0 5],"tensor([0, 3, 9, 2, 1, 2, 0, 9])"
0,9,8.0,0.375,0.75,[3 6 9 5 6 5 6 6],"tensor([0, 6, 9, 8, 5, 6, 6, 8])"
0,9,9.0,0.375,0.75,[3 1 2 9 0 6 7 8],"tensor([9, 1, 3, 9, 2, 6, 9, 5])"
0,9,10.0,0.625,0.75,[8 8 7 1 1 4 0 9],"tensor([6, 3, 7, 1, 1, 4, 0, 4])"
0,9,11.0,0.125,0.75,[8 6 2 2 7 4 5 2],"tensor([1, 4, 0, 3, 7, 2, 0, 6])"
0,9,12.0,0.25,0.625,[2 8 3 9 1 0 2 5],"tensor([6, 0, 3, 7, 1, 3, 0, 4])"
0,9,13.0,0.25,0.5,[3 3 7 1 5 4 7 0],"tensor([0, 9, 7, 3, 6, 9, 7, 2])"
0,9,14.0,0.5,0.5,[7 4 1 4 9 0 2 2],"tensor([7, 7, 1, 7, 9, 2, 6, 2])"
0,9,15.0,0.5,0.625,[6 0 3 9 1 6 1 9],"tensor([6, 9, 3, 9, 1, 3, 3, 2])"
0,9,16.0,0.375,0.625,[9 3 1 4 9 6 2 4],"tensor([3, 0, 3, 7, 9, 6, 0, 4])"
0,9,17.0,0.25,0.875,[1 7 1 8 3 3 0 0],"tensor([3, 1, 1, 1, 4, 4, 0, 2])"
0,9,18.0,0.125,0.375,[0 6 9 5 2 5 6 3],"tensor([9, 2, 3, 9, 4, 3, 8, 3])"
0,9,19.0,0.25,0.25,[5 0 2 1 5 4 9 3],"tensor([2, 9, 6, 1, 2, 4, 2, 4])"
0,9,20.0,0.25,0.625,[8 3 2 5 2 2 8 6],"tensor([5, 9, 5, 5, 0, 9, 8, 8])"
0,9,21.0,0.25,0.625,[4 3 9 9 2 1 6 1],"tensor([8, 1, 2, 7, 2, 0, 8, 1])"
0,9,22.0,0.25,0.375,[8 6 6 7 9 6 3 7],"tensor([2, 8, 9, 8, 1, 6, 0, 7])"
0,9,23.0,0.25,0.75,[9 5 0 2 0 1 2 3],"tensor([9, 2, 2, 8, 2, 3, 8, 3])"
